h3,total_impact,tickets,approved_share,top_violation,peak_hour,peak_dow,lat,lon,local_score,tier,location_name,junction_share,near_junction,gi_z,gi_p,gi_tier,road_class,lanes_est,road_dist_m,road_source,mean_footprint,capacity_loss_pct
8a61892eca4ffff,659.0,249,0.3614457831325301,NO PARKING,7,Sunday,12.969771095959947,77.64081410111679,0.1740905040614933,NORMAL,"Domlur Inner Ring Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.266,0.3953084465546131,NORMAL,tertiary,2.0,47.8,OSM,2.2289156626506026,43.4
8a6189259887fff,37.9,9,0.2222222222222222,WRONG PARKING,13,Monday,12.929345470257015,77.58596122731961,0.0016028836782006,NORMAL,"11th Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",1.0,True,0.266,0.3950745850262702,NORMAL,secondary,3.0,19.1,OSM,3.7777777777777777,43.9
8a61892ed257fff,6.3,6,0.3333333333333333,WRONG PARKING,14,Thursday,12.97092344654416,77.617354080281,-0.0256672539447938,NORMAL,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0.0,False,0.265,0.3956140284450846,NORMAL,secondary,2.0,60.9,OSM,1.0,36.0
8a61892ed4effff,265.09,36,0.6111111111111112,PARKING IN A MAIN ROAD,8,Sunday,12.979433249242238,77.62953825441865,0.103896596808418,NORMAL,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.264,0.3957106503920204,NORMAL,primary,2.0,21.0,OSM,3.2222222222222223,49.3
8a6014586257fff,272.2,31,0.2258064516129032,NO PARKING,11,Tuesday,13.00114633595952,77.52520206827317,0.0458103478750619,NORMAL,"1st Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",0.0,False,0.264,0.3957837841075673,NORMAL,tertiary,2.0,24.1,OSM,4.967741935483871,59.8
8a61892536b7fff,8.0,1,0.0,PARKING IN A MAIN ROAD,4,Saturday,12.966557242007829,77.64256589793561,0.0945163243363796,NORMAL,"16th Main Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1.0,True,0.263,0.3963339721313054,NORMAL,primary,2.0,119.0,OSM,4.0,67.5
8a60145b46b7fff,5.0,1,1.0,WRONG PARKING,6,Saturday,12.989194198411791,77.58816986129317,0.0746841734930777,NORMAL,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.262,0.3966601081099943,NORMAL,tertiary,2.0,60.8,OSM,5.0,75.0
8a61892cc197fff,83.0,20,0.0,NO PARKING,5,Wednesday,13.032901604229275,77.6244226620867,0.092097769355489,NORMAL,"5th Cross Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)",0.0,False,0.261,0.3971373597479838,NORMAL,minor,2.0,196.6,OSM,4.15,54.9
8a60145b6b4ffff,47.5,27,0.8518518518518519,WRONG PARKING,9,Friday,12.990260983998471,77.58878958582788,0.1912585235719991,NORMAL,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.26,0.3973164135103504,NORMAL,tertiary,2.0,15.6,OSM,1.5925925925925926,49.4
8a601459139ffff,169.8,47,0.4893617021276595,NO PARKING,14,Sunday,13.040696322729508,77.51803961325221,0.0923954376608294,NORMAL,"SM Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.0,False,0.259,0.3978066085270664,NORMAL,tertiary,2.0,18.5,OSM,2.851063829787234,47.1
8a601459138ffff,2.0,1,1.0,WRONG PARKING,3,Monday,13.039629703210972,77.51742052603399,0.0923954376608294,NORMAL,"Chokkasandra, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560057, India",0.0,False,0.259,0.3978066085270664,NORMAL,tertiary,2.0,83.0,OSM,2.0,42.0
8a61892e92e7fff,21.3,10,0.7,WRONG PARKING,11,Friday,12.987012660043408,77.60137363723835,-0.1777162243126535,NORMAL,"Shivaji Road, Police Quarters, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",0.0,False,0.258,0.3981761721901975,NORMAL,tertiary,2.0,60.8,OSM,1.8,40.8
8a60145b52b7fff,63.0,17,0.2941176470588235,WRONG PARKING,4,Monday,12.974315333432386,77.56264928974056,0.1440036800992157,NORMAL,"1st Cross Road, Ashwath Nagar, Bengaluru, Karnataka. Pin-560023 (India)",1.0,True,0.258,0.39824386641069,NORMAL,tertiary,2.0,47.1,OSM,3.6470588235294117,64.9
8a61892598d7fff,166.20000000000002,75,0.3733333333333333,NO PARKING,11,Sunday,12.929354161589009,77.58355473199019,0.1402642220133773,NORMAL,"9th Main Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",1.0,True,0.258,0.3983943948675921,NORMAL,secondary,2.0,30.9,OSM,1.88,51.6
8a6189219cf7fff,10.4,1,0.0,WRONG PARKING,10,Wednesday,12.98759328041203,77.73691074877941,-0.1386695843596309,NORMAL,"Whitefield Road, International Technology Park Bangalore, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.0,False,0.257,0.3987472175340453,NORMAL,primary,2.0,6.9,OSM,8.0,78.0
8a601459176ffff,8.0,1,1.0,WRONG PARKING,3,Monday,13.041762946423056,77.518658709086,0.0327873595164208,NORMAL,"SM Road, Pratham Casa Serene, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",0.0,False,0.257,0.3986886005872209,NORMAL,secondary,3.0,79.7,OSM,8.0,52.0
8a60145b1a1ffff,28.0,4,0.0,WRONG PARKING,2,Sunday,12.97970683272808,77.54770054485742,0.090628032097871,NORMAL,"2nd Main Road, Police Station Quarters GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1.0,True,0.256,0.3990349197939569,NORMAL,minor,2.0,122.9,OSM,7.0,90.0
8a61892e94e7fff,29.4,7,0.4285714285714285,NO PARKING,9,Sunday,12.994452407620132,77.61413971762138,0.2314809533311161,NORMAL,"Cleveland Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",0.0,False,0.256,0.3987944295027028,NORMAL,tertiary,2.0,85.4,OSM,3.4285714285714284,50.6
8a60145b626ffff,3.0,3,0.0,NO PARKING,13,Friday,12.998830444267538,77.58291558676936,-0.2570113400015107,NORMAL,"Palace Road, Krishna Glade Apartment, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",0.0,False,0.255,0.3994515630798269,NORMAL,tertiary_link,2.0,47.2,OSM,1.0,36.0
8a61892ee9b7fff,43.65,22,0.5909090909090909,NO PARKING,14,Sunday,12.994286305305543,77.66230866066229,0.0331594448980962,NORMAL,"Old Madras Road, Magadha, Bengaluru, Karnataka. Pin-560016 (India)",0.0,False,0.255,0.3995117460879424,NORMAL,primary,3.0,63.0,OSM,1.8409090909090908,27.4
8a61892e9957fff,59.4,14,0.2857142857142857,NO PARKING,6,Sunday,12.97627450544862,77.61563860410706,-0.3460327675673644,NORMAL,"Ulsoor Road, Adigas Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.0,False,0.255,0.3995323009467651,NORMAL,tertiary,2.0,28.5,OSM,4.071428571428571,54.4
8a60145912a7fff,34.0,4,1.0,WRONG PARKING,2,Friday,13.040699602067992,77.51683684253003,0.0875955362372161,NORMAL,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",0.0,False,0.254,0.3998883478562882,NORMAL,tertiary,2.0,39.7,OSM,8.5,81.0
8a61892e0467fff,26.0,13,0.0,WRONG PARKING,1,Saturday,12.998451030640116,77.69370576367994,-0.1730130650882758,NORMAL,"4th Cross Road, Singayyanapalya, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",0.0,False,0.254,0.3999174929229167,NORMAL,minor,2.0,218.9,OSM,2.0,42.0
8a618925b15ffff,185.3,52,0.4038461538461538,WRONG PARKING,9,Monday,12.953934681974337,77.58456896368163,0.1643567504768633,NORMAL,"Karumbigal Road, Mantri Blossom, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",1.0,True,0.254,0.3997981261326509,NORMAL,secondary,2.0,25.8,OSM,2.8461538461538463,58.8
8a618924201ffff,601.2,353,0.4872521246458923,NO PARKING,14,Monday,12.912056044041972,77.63501869934207,0.0771771455503031,NORMAL,"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",0.0,False,0.253,0.3999924296338155,NORMAL,tertiary,2.0,34.9,OSM,1.5779036827195467,39.5
8a618924468ffff,185.2,32,0.40625,WRONG PARKING,12,Saturday,12.884223117427313,77.64297412594026,0.171110100154273,NORMAL,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",0.0,False,0.253,0.4001505541976927,NORMAL,trunk,3.0,7.9,OSM,5.65625,42.6
8a60145b6267fff,41.1,20,0.55,WRONG PARKING,8,Thursday,12.998826574988293,77.58411908899089,0.1355238542508319,NORMAL,"Palace Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",0.0,False,0.253,0.4001774454025232,NORMAL,tertiary,2.0,6.0,OSM,1.5,39.0
8a60145845b7fff,1.0,1,0.0,NO PARKING,7,Sunday,12.987211017274914,77.54000621497515,0.3219349096164206,NORMAL,"1st Main Road, AD Halli, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",1.0,True,0.253,0.4001790510580725,NORMAL,secondary,3.0,32.0,OSM,1.0,30.0
8a6014582997fff,6.0,1,0.0,NO PARKING,2,Monday,13.010756299429236,77.52716576847234,0.0440243380430196,NORMAL,"Outer Ring Road, Freedom Fighter Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India",0.0,False,0.252,0.4005550381924442,NORMAL,trunk,3.0,48.3,OSM,6.0,44.0
8a618924418ffff,40.5,11,0.0909090909090909,WRONG PARKING,13,Tuesday,12.87457233705967,77.64943201037515,0.0851025641799904,NORMAL,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",0.0,False,0.251,0.4010918892401686,NORMAL,motorway,2.0,9.4,OSM,3.5454545454545454,51.3
8a61892cc0b7fff,10.4,2,0.5,NO PARKING,10,Thursday,13.033976236131611,77.62263448389929,0.1991653379326025,NORMAL,"Nagawara Main Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)",0.0,False,0.249,0.4014966614798659,NORMAL,secondary,3.0,12.8,OSM,4.0,36.0
8a6014591397fff,36.9,20,0.25,NO PARKING,3,Sunday,13.040693037796048,77.51924240027904,0.0865909057066923,NORMAL,"SM Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.0,False,0.249,0.4018443757154022,NORMAL,secondary,3.0,38.9,OSM,1.625,26.5
8a6014591387fff,1046.8,230,0.4043478260869565,NO PARKING,4,Monday,13.0396264138995,77.51862330049558,0.0865909057066922,NORMAL,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.0,False,0.249,0.4018443757154023,NORMAL,tertiary,2.0,5.2,OSM,3.6652173913043478,52.0
8a6189253447fff,4.0,1,0.0,NO PARKING,4,Wednesday,12.962267559026795,77.64610582013539,0.0262386567989328,NORMAL,"5th A Cross Road, 5th Phase, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.248,0.4021201382163166,NORMAL,minor,2.0,232.3,OSM,4.0,54.0
8a60145a680ffff,42.9,15,0.8666666666666667,NO PARKING,8,Sunday,12.94116818331266,77.56750923804906,0.0327129424400857,NORMAL,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",0.0,False,0.248,0.4020388307218779,NORMAL,tertiary,4.0,83.6,OSM,2.6,22.8
8a618925a4cffff,118.5,80,0.475,WRONG PARKING,11,Monday,12.973094793378564,77.60775985113303,0.0177923186348998,NORMAL,"Brigade Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0.0,False,0.247,0.4026078526470697,NORMAL,secondary,2.0,46.7,OSM,1.36875,38.2
8a60145913b7fff,31.0,6,0.6666666666666666,WRONG PARKING,3,Monday,13.039623118993305,77.51982609126131,0.0851025641799904,NORMAL,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.0,False,0.246,0.4028814092608845,NORMAL,motorway,2.0,51.6,OSM,5.166666666666667,61.0
8a601459522ffff,1.0,1,0.0,DEFECTIVE NUMBER PLATE,5,Wednesday,13.022496109374956,77.53157086821028,0.0950000353325576,NORMAL,"100 Feet Road, FTI Quarters, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",0.0,False,0.245,0.4031113387098918,NORMAL,secondary,2.0,61.7,OSM,1.0,36.0
8a61892ed4cffff,281.96,29,0.1724137931034483,PARKING IN A MAIN ROAD,8,Saturday,12.98050437311336,77.6289543380198,0.1896622772846114,NORMAL,"Komi Siddanna Garden Road, Muniswamappa Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.244,0.4036007159365938,NORMAL,secondary,2.0,28.9,OSM,4.0344827586206895,54.2
8a60145b4697fff,1.0,1,1.0,WRONG PARKING,1,Sunday,12.990264932893222,77.58758605391179,0.028508377627153,NORMAL,"Cunningham Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.244,0.403650009357818,NORMAL,tertiary,2.0,56.6,OSM,1.0,45.0
8a61892e94f7fff,148.5,41,0.5121951219512195,NO PARKING,10,Tuesday,12.995519296849006,77.61475972352358,0.2270159287510107,NORMAL,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",0.0,False,0.243,0.4040912375766559,NORMAL,tertiary,2.0,52.0,OSM,3.073170731707317,48.4
8a6014594d0ffff,238.2,141,0.2836879432624113,NO PARKING,8,Sunday,13.028790230019563,77.57138252953287,0.1269621696184796,NORMAL,"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",0.0,False,0.241,0.4046106403566649,NORMAL,secondary,3.0,24.5,OSM,1.3794326241134751,25.5
8a60145b2437fff,29.1,10,0.2,WRONG PARKING,7,Saturday,13.023408623564606,77.58392998889818,0.0816235658613249,NORMAL,"1st Main Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",0.0,False,0.24,0.4053081297561132,NORMAL,tertiary,2.0,7.4,OSM,2.7,46.2
8a61892e9927fff,84.8,19,0.3157894736842105,NO PARKING,4,Saturday,12.975195098422788,77.61863020772964,-0.0230626562730656,NORMAL,"Ulsoor Road, HM Gladiolus, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.0,False,0.24,0.4053330418099455,NORMAL,tertiary,2.0,27.0,OSM,4.105263157894737,54.6
8a61892edc27fff,289.0,67,0.4626865671641791,NO PARKING,12,Sunday,12.969784063054748,77.63720168665584,0.0286200032416557,NORMAL,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.239,0.4057268949062707,NORMAL,tertiary,2.0,24.5,OSM,3.8208955223880596,52.9
8a618925c057fff,61.9,12,0.0833333333333333,NO PARKING,13,Tuesday,12.926025625202096,77.61659556701154,0.1747007240874411,NORMAL,"Hosur Road, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",1.0,True,0.239,0.405622993193498,NORMAL,primary,4.0,56.2,OSM,3.8333333333333335,33.1
8a618925980ffff,273.90000000000003,64,0.25,NO PARKING,10,Monday,12.926145493140613,77.58410253551048,0.1449338935534045,NORMAL,"33rd Cross Road, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",1.0,True,0.238,0.4060323844642258,NORMAL,secondary,2.0,32.3,OSM,3.609375,64.6
8a61892ed45ffff,628.42,166,0.463855421686747,WRONG PARKING,8,Sunday,12.97836633574768,77.6289181268773,0.0804180092246964,NORMAL,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.237,0.4061499019476056,NORMAL,secondary,2.0,7.8,OSM,1.9969879518072289,42.0
8a60145b4587fff,5.0,2,0.0,PARKING ON FOOTPATH,6,Saturday,12.987024730463643,77.59776261804,-0.2250678099846726,NORMAL,"Queens Road, Prestige Edwardian Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.233,0.4077295992334068,NORMAL,primary,3.0,55.0,OSM,2.5,37.5
8a60145b4537fff,9.2,3,0.3333333333333333,WRONG PARKING,8,Friday,12.98381623879222,77.5983104636668,-0.3113916185333792,NORMAL,"Venkataswamy Naidu Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.233,0.4079463651045814,NORMAL,tertiary,2.0,42.1,OSM,2.6666666666666665,57.5
8a6189253687fff,887.6,210,0.4333333333333333,NO PARKING,8,Sunday,12.96656159977482,77.64136173248946,0.0945163243363796,NORMAL,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1.0,True,0.232,0.4084084156777015,NORMAL,primary,2.0,12.2,OSM,2.947619047619048,59.6
8a6189240d0ffff,61.0,11,0.2727272727272727,WRONG PARKING,3,Saturday,12.886371407577348,77.6406027289334,0.1065160778954131,NORMAL,"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",0.0,False,0.232,0.4084051901750075,NORMAL,tertiary,2.0,63.6,OSM,5.2727272727272725,61.6
8a618924051ffff,58.0,14,0.3571428571428571,NO PARKING,3,Wednesday,12.894939686327715,77.63713634165157,0.1889888027437787,NORMAL,"Bande Palya Road, Gangamma Circle, Bandepalya, Bengaluru, Karnataka. Pin-560068 (India)",0.0,False,0.231,0.4085487467878507,NORMAL,tertiary,2.0,55.8,OSM,4.142857142857143,54.9
8a601696486ffff,20.0,6,0.1666666666666666,WRONG PARKING,11,Monday,13.073612909185297,77.59259856568981,0.0903303637925306,NORMAL,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",0.0,False,0.231,0.4085674679154251,NORMAL,secondary,2.0,4.1,OSM,2.0,42.0
8a60169668effff,188.0,60,0.5166666666666667,WRONG PARKING,5,Thursday,13.09924713764578,77.5978462900487,0.1826633512552959,NORMAL,"BB Road, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",0.0,False,0.23,0.4092024329145237,NORMAL,secondary,3.0,36.6,OSM,2.7,30.8
8a6014585867fff,239.8,52,0.6730769230769231,WRONG PARKING,11,Thursday,12.961655757466076,77.51192032538377,0.2423458464760396,NORMAL,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.0,False,0.229,0.4093153933189483,NORMAL,tertiary,2.0,44.7,OSM,3.769230769230769,52.6
8a6016966867fff,4.0,1,0.0,WRONG PARKING,2,Thursday,13.096039563274203,77.59839433493545,0.2123929732511652,NORMAL,"Old Post Office Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",0.0,False,0.228,0.4099880375763079,NORMAL,secondary,2.0,14.4,OSM,4.0,54.0
8a60145b4aeffff,40.6,8,0.5,NO PARKING,10,Thursday,12.972110051408883,77.58306887677192,0.0272804958676242,NORMAL,"District Office Road, Cauvery Bhavan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,0.228,0.4096380783169737,NORMAL,primary,4.0,34.9,OSM,4.25,34.7
8a60145b0caffff,10.4,1,1.0,PARKING IN A MAIN ROAD,11,Tuesday,12.995626234947602,77.58226003569287,0.124454314145987,NORMAL,"10th Cross Road, Annayappa Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",1.0,True,0.228,0.4097975766794217,NORMAL,tertiary,2.0,41.7,OSM,4.0,67.5
8a61892e1657fff,97.55,71,0.0,NO PARKING,15,Monday,12.993210697568893,77.6640972653445,0.0188341577035911,NORMAL,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",0.0,False,0.228,0.4098376362365594,NORMAL,secondary,3.0,32.3,OSM,1.3380281690140845,25.4
8a60145b0ca7fff,2.6,2,0.0,WRONG PARKING,9,Tuesday,12.995622346994177,77.58346351653219,0.1333471547680304,NORMAL,"Anna Basavanna Road, Annayappa Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",1.0,True,0.227,0.4102217338236573,NORMAL,tertiary,2.0,47.2,OSM,1.0,45.0
8a618925890ffff,52.4,23,0.4347826086956521,NO PARKING,8,Saturday,12.931404182054584,77.60765865890438,0.0598565710333104,NORMAL,"Sadduguntepalya Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",1.0,True,0.225,0.4111544975241341,NORMAL,tertiary,2.0,32.6,OSM,1.6521739130434783,49.9
8a6189240d17fff,16.0,4,0.0,WRONG PARKING,2,Monday,12.887433301703645,77.64242664769485,0.0640239273080756,NORMAL,"SKS Compound Road, Kudlu Gate, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",0.0,False,0.225,0.410990408883516,NORMAL,tertiary,2.0,118.0,OSM,4.0,54.0
8a61892eca47fff,143.8,59,0.3898305084745763,NO PARKING,13,Sunday,12.9697667624083,77.64201827171635,0.1225194701612746,NORMAL,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",0.0,False,0.225,0.4110778374133383,NORMAL,tertiary,2.0,51.5,OSM,2.016949152542373,42.1
8a60145a35a7fff,16.0,6,0.6666666666666666,NO PARKING,7,Tuesday,12.963719694954428,77.53480414165018,0.498489423221426,NORMAL,"Chord Road, Remco Housing Cooperative Society, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",1.0,True,0.222,0.412024816579681,NORMAL,tertiary,2.0,65.0,OSM,2.6666666666666665,57.5
8a60145b0177fff,468.9,129,0.2713178294573643,NO PARKING,9,Saturday,12.990308001797825,77.57434827596308,0.1472408229197922,NORMAL,"J Lingaiah Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",0.0,False,0.222,0.4122270355224969,NORMAL,primary,3.0,22.5,OSM,3.205426356589147,32.8
8a60145b0d9ffff,153.6,32,0.3125,NO PARKING,9,Wednesday,12.995618453448996,77.58466701363167,0.1445841332946294,NORMAL,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",1.0,True,0.222,0.4123440857757272,NORMAL,primary,2.0,15.8,OSM,4.0,67.5
8a60145b259ffff,170.05,66,0.2272727272727272,WRONG PARKING,8,Tuesday,13.025542291876832,77.5851694957727,0.0523776548616338,NORMAL,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",0.0,False,0.221,0.4126226707957539,NORMAL,trunk,3.0,3.3,OSM,2.378787878787879,29.5
8a61892440affff,656.7,120,0.4,WRONG PARKING,3,Tuesday,12.875649140144622,77.64764433634723,0.1118927116606235,NORMAL,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",0.0,False,0.221,0.4124375240345407,NORMAL,tertiary,2.0,57.4,OSM,5.395833333333333,62.4
8a61892cb59ffff,5.2,1,0.0,WRONG PARKING,11,Monday,13.070401796375265,77.5943505075457,0.0263502824134353,NORMAL,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",0.0,False,0.22,0.4129064816948756,NORMAL,minor,2.0,138.4,OSM,4.0,54.0
8a618925892ffff,25.5,20,0.55,WRONG PARKING,11,Saturday,12.930332991669657,77.60824241672839,0.2052675381920801,NORMAL,"1st Main Road, AK Colony, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",1.0,True,0.22,0.4127740666620442,NORMAL,tertiary,2.0,77.6,OSM,1.0,45.0
8a60145a3917fff,492.6,46,0.5217391304347826,PARKING IN A MAIN ROAD,11,Friday,12.947694259748516,77.53393645074576,0.0093273762017831,NORMAL,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",0.0,False,0.219,0.4134445154147088,NORMAL,trunk,4.0,8.6,OSM,6.130434782608695,33.4
8a60145b3967fff,93.3,25,0.28,WRONG PARKING,10,Friday,12.996761959420208,77.56121961182768,-0.0187278615765465,NORMAL,"5th Cross Road, Maruthi Layout, Gayatri Nagar, Bengaluru, Karnataka. Pin-560021 (India)",0.0,False,0.217,0.4142287938514187,NORMAL,secondary,3.0,15.7,OSM,3.04,32.2
8a60145b0d37fff,3.0,3,1.0,NO PARKING,4,Wednesday,12.991339590605325,77.58579873435775,0.0288060459324934,NORMAL,"Cunningham Road, The Summit, Abshot Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.216,0.4144567629993852,NORMAL,tertiary_link,2.0,19.1,OSM,1.0,45.0
8a60145b1057fff,39.6,7,0.5714285714285714,WRONG PARKING,7,Wednesday,12.986110426719238,77.55021336264599,-0.0565131320856894,NORMAL,"20th Main Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1.0,True,0.214,0.4152554503103826,NORMAL,tertiary,2.0,80.0,OSM,4.285714285714286,69.6
8a618925b077fff,105.2,29,0.3448275862068966,WRONG PARKING,3,Monday,12.955005561023691,77.583985234228,0.2159091801079983,NORMAL,"Lalbagh Fort Road, Mantri Blossom, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",1.0,True,0.212,0.4161567100088258,NORMAL,primary,4.0,58.8,OSM,3.3448275862068964,31.3
8a60145b090ffff,172.8,38,0.5789473684210527,NO PARKING,8,Sunday,12.983880152783971,77.579054247162,0.1266124093597048,NORMAL,"Dr MH Ambarish Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,0.211,0.4163362775955569,NORMAL,secondary,2.0,1.5,OSM,3.9210526315789473,66.9
8a61892e2a0ffff,63.4,10,0.1,WRONG PARKING,13,Monday,13.008086092070975,77.6908583537796,0.0654750602966099,NORMAL,"MBT Road, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",0.0,False,0.211,0.4166185668617344,NORMAL,trunk,2.0,35.1,OSM,5.3,61.8
8a618925c177fff,77.7,20,0.55,NO PARKING,10,Monday,12.92280717638726,77.61955057588561,-0.1905940993724412,NORMAL,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1.0,True,0.21,0.4167852983728277,NORMAL,primary,2.0,25.7,OSM,3.1,60.7
