h3,hour,dow,impact,tickets
8a60145b0cb7fff,12,Wednesday,16.0,3
8a60145b0cb7fff,13,Wednesday,2.0,1
8a60145b0cb7fff,14,Saturday,16.0,4
8a60145b0cc7fff,3,Saturday,8.0,2
8a60145b0cc7fff,8,Thursday,10.4,1
8a60145b0cc7fff,9,Wednesday,1.3,1
8a60145b0cc7fff,11,Thursday,5.2,1
8a60145b0ccffff,1,Sunday,5.0,1
8a60145b0ccffff,12,Saturday,4.0,1
8a60145b0cd7fff,2,Thursday,1.0,1
8a60145b0cd7fff,3,Saturday,5.0,1
8a60145b0cd7fff,8,Thursday,10.4,2
8a60145b0cd7fff,8,Wednesday,15.600000000000001,3
8a60145b0cd7fff,9,Thursday,18.200000000000003,3
8a60145b0cd7fff,9,Wednesday,22.1,4
8a60145b0cd7fff,10,Saturday,10.4,2
8a60145b0cd7fff,10,Wednesday,5.2,1
8a60145b0cd7fff,11,Thursday,19.5,6
8a60145b0cd7fff,12,Saturday,12.0,3
8a60145b0cd7fff,12,Tuesday,4.0,1
8a60145b0ceffff,9,Thursday,2.6,1
8a60145b0ceffff,11,Saturday,2.6,2
8a60145b0ceffff,12,Saturday,4.0,1
8a60145b0d37fff,4,Wednesday,3.0,3
8a60145b0d67fff,6,Friday,8.0,1
8a60145b0d67fff,6,Wednesday,4.0,1
8a60145b0d67fff,13,Wednesday,8.0,2
8a60145b0d9ffff,5,Thursday,4.0,1
8a60145b0d9ffff,6,Friday,8.0,1
8a60145b0d9ffff,6,Sunday,24.0,6
8a60145b0d9ffff,7,Saturday,12.0,3
8a60145b0d9ffff,7,Thursday,4.0,1
8a60145b0d9ffff,7,Tuesday,8.0,2
8a60145b0d9ffff,8,Sunday,5.2,1
8a60145b0d9ffff,8,Tuesday,15.600000000000001,3
8a60145b0d9ffff,9,Friday,10.4,2
8a60145b0d9ffff,9,Sunday,5.2,1
8a60145b0d9ffff,9,Wednesday,31.200000000000003,6
8a60145b0d9ffff,10,Friday,5.2,1
8a60145b0d9ffff,10,Saturday,10.4,2
8a60145b0d9ffff,10,Thursday,5.2,1
8a60145b0d9ffff,10,Wednesday,5.2,1
8a60145b0da7fff,3,Friday,1.0,1
8a60145b0da7fff,10,Wednesday,5.2,1
8a60145b0daffff,0,Sunday,10.0,1
8a60145b0daffff,7,Friday,4.0,1
8a60145b0daffff,10,Wednesday,5.2,1
8a60145b1007fff,1,Tuesday,5.0,1
8a60145b1007fff,2,Friday,1.0,1
8a60145b1007fff,2,Saturday,8.0,7
8a60145b1007fff,3,Friday,7.0,4
8a60145b1007fff,3,Monday,1.0,1
8a60145b1007fff,3,Sunday,4.0,1
8a60145b1007fff,3,Thursday,10.0,10
8a60145b1007fff,3,Tuesday,6.0,3
8a60145b1007fff,3,Wednesday,3.0,3
8a60145b1007fff,4,Friday,2.0,2
8a60145b1007fff,4,Tuesday,19.0,7
8a60145b1007fff,4,Wednesday,11.0,4
8a60145b1007fff,5,Monday,8.0,8
8a60145b1007fff,5,Saturday,6.0,3
8a60145b1007fff,5,Tuesday,13.0,7
8a60145b1007fff,6,Sunday,10.0,7
8a60145b1007fff,6,Tuesday,3.0,3
8a60145b1007fff,7,Friday,10.0,6
8a60145b1007fff,7,Sunday,4.0,1
8a60145b1007fff,8,Friday,3.9000000000000004,3
8a60145b1007fff,8,Thursday,15.600000000000001,9
8a60145b1007fff,8,Tuesday,6.5,2
8a60145b1007fff,9,Thursday,2.6,2
8a60145b1007fff,10,Friday,6.5,5
8a60145b1007fff,10,Sunday,2.6,2
8a60145b1007fff,10,Thursday,5.2,4
8a60145b1007fff,10,Wednesday,2.6,2
8a60145b1007fff,11,Friday,5.2,1
8a60145b1007fff,11,Saturday,5.2,2
8a60145b1007fff,11,Thursday,1.3,1
8a60145b1007fff,11,Tuesday,15.600000000000001,3
8a60145b1007fff,12,Friday,5.0,2
8a60145b1007fff,12,Monday,13.0,3
8a60145b1007fff,12,Saturday,4.0,1
8a60145b1007fff,12,Thursday,1.0,1
8a60145b100ffff,2,Thursday,6.0,1
8a60145b100ffff,3,Sunday,11.0,2
8a60145b100ffff,3,Thursday,4.0,1
8a60145b100ffff,3,Wednesday,5.0,1
8a60145b100ffff,4,Thursday,4.0,1
8a60145b100ffff,4,Tuesday,6.0,3
8a60145b100ffff,5,Saturday,8.0,2
8a60145b100ffff,5,Thursday,4.0,1
8a60145b100ffff,5,Tuesday,15.0,6
8a60145b100ffff,7,Saturday,8.0,2
8a60145b100ffff,7,Tuesday,6.0,1
8a60145b100ffff,8,Tuesday,5.2,1
8a60145b100ffff,10,Thursday,5.2,1
8a60145b100ffff,11,Tuesday,10.4,2
8a60145b100ffff,12,Tuesday,4.0,1
8a60145b100ffff,12,Wednesday,4.0,1
8a60145b1017fff,11,Sunday,5.2,1
8a60145b101ffff,2,Thursday,4.0,1
8a60145b101ffff,3,Friday,12.0,3
8a60145b101ffff,3,Sunday,4.0,4
8a60145b101ffff,3,Tuesday,22.0,7
8a60145b101ffff,4,Friday,1.0,1
8a60145b101ffff,4,Thursday,2.0,2
8a60145b101ffff,4,Wednesday,4.0,1
8a60145b101ffff,5,Monday,5.0,2
8a60145b101ffff,6,Sunday,3.0,3
8a60145b101ffff,11,Saturday,16.9,3
8a60145b101ffff,11,Wednesday,2.6,2
8a60145b101ffff,12,Monday,12.0,3
8a60145b101ffff,12,Saturday,4.0,1
8a60145b1027fff,1,Saturday,6.0,6
8a60145b1027fff,2,Monday,1.0,1
8a60145b1027fff,2,Saturday,10.0,7
8a60145b1027fff,3,Friday,12.0,11
8a60145b1027fff,3,Monday,2.0,2
8a60145b1027fff,3,Saturday,1.0,1
8a60145b1027fff,3,Sunday,2.0,2
8a60145b1027fff,3,Wednesday,8.0,5
8a60145b1027fff,4,Friday,3.0,3
8a60145b1027fff,4,Monday,19.0,10
8a60145b1027fff,4,Thursday,6.0,3
8a60145b1027fff,4,Tuesday,16.0,9
8a60145b1027fff,4,Wednesday,10.0,7
8a60145b1027fff,5,Friday,10.0,7
8a60145b1027fff,5,Monday,11.0,10
8a60145b1027fff,5,Saturday,18.0,9
8a60145b1027fff,5,Tuesday,44.0,29
8a60145b1027fff,5,Wednesday,20.0,14
8a60145b1027fff,6,Friday,2.0,2
8a60145b1027fff,6,Monday,1.0,1
8a60145b1027fff,6,Tuesday,10.0,7
8a60145b1027fff,6,Wednesday,3.0,3
8a60145b1027fff,7,Friday,55.0,27
8a60145b1027fff,7,Monday,18.0,12
8a60145b1027fff,7,Saturday,8.0,2
8a60145b1027fff,7,Sunday,48.0,32
8a60145b1027fff,8,Friday,5.2,4
8a60145b1027fff,8,Monday,7.800000000000001,3
8a60145b1027fff,8,Sunday,3.9000000000000004,3
8a60145b1027fff,8,Thursday,94.9,40
8a60145b1027fff,8,Tuesday,7.8,3
8a60145b1027fff,8,Wednesday,5.2,1
8a60145b1027fff,9,Friday,2.6,2
8a60145b1027fff,9,Monday,50.050000000000004,21
8a60145b1027fff,9,Saturday,35.1,11
8a60145b1027fff,9,Sunday,3.9000000000000004,3
8a60145b1027fff,9,Thursday,15.6,9
8a60145b1027fff,9,Wednesday,74.10000000000001,26
8a60145b1027fff,10,Friday,5.2,3
8a60145b1027fff,10,Sunday,18.2,6
8a60145b1027fff,10,Tuesday,5.2,3
8a60145b1027fff,10,Wednesday,14.3,5
8a60145b1027fff,11,Friday,9.1,5
8a60145b1027fff,11,Monday,1.3,1
8a60145b1027fff,11,Saturday,3.9000000000000004,3
8a60145b1027fff,11,Sunday,5.2,1
8a60145b1027fff,11,Wednesday,29.900000000000002,10
8a60145b1027fff,12,Sunday,6.0,3
8a60145b1027fff,12,Thursday,1.0,1
8a60145b1027fff,12,Tuesday,1.0,1
8a60145b1027fff,13,Sunday,2.0,2
8a60145b102ffff,8,Tuesday,5.2,1
8a60145b1037fff,2,Tuesday,2.0,1
8a60145b1037fff,2,Wednesday,1.0,1
8a60145b1037fff,3,Friday,18.0,4
8a60145b1037fff,4,Sunday,37.0,13
8a60145b1037fff,5,Monday,4.0,1
8a60145b1037fff,5,Saturday,6.0,2
8a60145b1037fff,5,Sunday,1.0,1
8a60145b1037fff,5,Thursday,8.0,2
8a60145b1037fff,5,Wednesday,7.0,4
8a60145b1037fff,6,Saturday,5.0,1
8a60145b1037fff,6,Thursday,2.0,1
8a60145b1037fff,7,Saturday,14.0,3
8a60145b1037fff,7,Sunday,1.0,1
8a60145b1037fff,7,Tuesday,6.0,3
8a60145b1037fff,7,Wednesday,23.0,8
8a60145b1037fff,8,Saturday,9.1,3
8a60145b1037fff,8,Sunday,11.7,3
8a60145b1037fff,8,Wednesday,14.3,3
8a60145b1037fff,9,Sunday,19.5,5
8a60145b1037fff,9,Thursday,14.3,5
8a60145b1037fff,9,Tuesday,1.3,1
8a60145b1037fff,10,Sunday,13.0,4
8a60145b1037fff,10,Thursday,6.5,2
8a60145b1037fff,10,Tuesday,11.7,3
8a60145b1037fff,10,Wednesday,2.6,1
8a60145b1037fff,11,Friday,28.6,5
8a60145b1037fff,11,Saturday,18.2,8
8a60145b1037fff,11,Sunday,10.4,2
8a60145b1037fff,11,Thursday,5.2,1
8a60145b1037fff,11,Tuesday,15.600000000000001,5
8a60145b1037fff,11,Wednesday,16.900000000000002,4
8a60145b1037fff,12,Friday,20.0,5
8a60145b1037fff,12,Saturday,1.0,1
8a60145b1037fff,12,Thursday,2.0,2
8a60145b1037fff,12,Tuesday,9.0,3
8a60145b1047fff,2,Wednesday,4.0,1
8a60145b1047fff,3,Saturday,28.0,7
8a60145b1047fff,3,Tuesday,1.0,1
8a60145b1047fff,3,Wednesday,4.0,1
8a60145b1047fff,4,Sunday,1.0,1
8a60145b1047fff,4,Thursday,4.0,1
8a60145b1047fff,4,Wednesday,5.0,2
8a60145b1047fff,5,Friday,6.0,1
8a60145b1047fff,6,Saturday,8.0,2
8a60145b1047fff,8,Thursday,15.600000000000001,3
8a60145b1047fff,9,Thursday,2.6,1
8a60145b1047fff,11,Sunday,5.2,1
8a60145b104ffff,4,Saturday,4.0,4
8a60145b104ffff,5,Saturday,1.0,1
8a60145b104ffff,5,Sunday,2.5,1
8a60145b104ffff,7,Tuesday,12.0,3
8a60145b104ffff,11,Tuesday,10.4,2
8a60145b104ffff,12,Saturday,12.0,3
8a60145b1057fff,3,Saturday,6.0,1
8a60145b1057fff,4,Saturday,6.0,2
8a60145b1057fff,7,Wednesday,12.0,1
8a60145b1057fff,10,Friday,5.2,1
8a60145b1057fff,11,Thursday,10.4,2
8a60145b105ffff,0,Thursday,4.0,1
8a60145b105ffff,1,Thursday,5.0,2
8a60145b105ffff,1,Tuesday,4.0,1
8a60145b105ffff,2,Saturday,2.0,2
8a60145b105ffff,3,Friday,8.0,2
8a60145b105ffff,3,Monday,4.0,1
8a60145b105ffff,3,Saturday,13.0,7
8a60145b105ffff,3,Wednesday,16.0,3
8a60145b105ffff,4,Friday,8.0,1
8a60145b105ffff,4,Saturday,13.0,5
8a60145b105ffff,5,Thursday,4.0,1
8a60145b105ffff,5,Wednesday,6.0,1
8a60145b105ffff,6,Friday,1.0,1
8a60145b105ffff,6,Saturday,4.0,1
8a60145b105ffff,7,Friday,4.0,1
8a60145b105ffff,7,Wednesday,12.0,1
8a60145b105ffff,8,Tuesday,5.2,1
8a60145b105ffff,9,Friday,10.4,2
8a60145b105ffff,10,Friday,5.2,4
8a60145b105ffff,10,Sunday,22.1,5
8a60145b105ffff,11,Thursday,11.7,3
8a60145b105ffff,11,Tuesday,15.600000000000001,6
8a60145b106ffff,1,Tuesday,4.0,1
8a60145b106ffff,2,Saturday,6.5,5
8a60145b106ffff,2,Sunday,14.0,4
8a60145b106ffff,2,Tuesday,1.0,1
8a60145b106ffff,2,Wednesday,1.0,1
8a60145b106ffff,3,Monday,2.5,1
8a60145b106ffff,3,Sunday,15.0,9
8a60145b106ffff,3,Tuesday,4.0,1
8a60145b106ffff,4,Monday,5.5,4
8a60145b106ffff,4,Saturday,31.5,15
8a60145b106ffff,4,Sunday,1.0,1
8a60145b106ffff,4,Wednesday,6.0,6
8a60145b106ffff,5,Monday,4.0,1
8a60145b106ffff,5,Thursday,4.0,1
8a60145b106ffff,5,Wednesday,13.0,3
8a60145b106ffff,6,Friday,16.0,2
8a60145b106ffff,6,Saturday,10.0,7
8a60145b106ffff,6,Wednesday,3.0,2
8a60145b106ffff,7,Friday,12.0,12
8a60145b106ffff,7,Saturday,17.0,7
8a60145b106ffff,7,Sunday,13.0,10
8a60145b106ffff,7,Tuesday,1.0,1
8a60145b106ffff,7,Wednesday,8.0,8
8a60145b106ffff,8,Saturday,9.1,7
8a60145b106ffff,8,Sunday,20.8,10
8a60145b106ffff,8,Thursday,3.9000000000000004,3
8a60145b106ffff,9,Friday,5.2,1
8a60145b106ffff,9,Saturday,5.2,4
8a60145b106ffff,9,Sunday,2.6,2
8a60145b106ffff,9,Thursday,2.6,1
8a60145b106ffff,9,Tuesday,5.2,4
8a60145b106ffff,10,Friday,11.7,6
8a60145b106ffff,10,Saturday,9.1,7
8a60145b106ffff,10,Thursday,5.2,1
8a60145b106ffff,10,Tuesday,2.6,2
8a60145b106ffff,11,Saturday,5.2,4
8a60145b106ffff,11,Thursday,19.5,4
8a60145b106ffff,11,Tuesday,36.4,4
8a60145b106ffff,12,Saturday,4.0,4
8a60145b106ffff,12,Sunday,9.0,6
8a60145b106ffff,12,Thursday,15.5,7
8a60145b106ffff,13,Saturday,1.0,1
8a60145b106ffff,13,Sunday,3.0,3
8a60145b106ffff,13,Thursday,18.0,4
8a60145b1087fff,3,Monday,2.0,1
8a60145b1087fff,4,Saturday,2.0,1
8a60145b1087fff,4,Sunday,8.0,4
8a60145b1087fff,4,Tuesday,2.0,1
8a60145b1087fff,5,Friday,9.0,5
8a60145b1087fff,5,Thursday,8.0,6
8a60145b1087fff,5,Tuesday,2.0,1
8a60145b1087fff,5,Wednesday,8.0,5
8a60145b1087fff,6,Friday,6.0,3
8a60145b1087fff,6,Saturday,2.0,1
8a60145b1087fff,7,Saturday,2.0,1
8a60145b1087fff,9,Thursday,3.9000000000000004,3
8a60145b108ffff,1,Friday,8.0,1
8a60145b108ffff,1,Saturday,28.0,6
8a60145b108ffff,1,Tuesday,27.0,6
8a60145b108ffff,2,Sunday,22.0,5
8a60145b108ffff,2,Thursday,19.0,4
8a60145b108ffff,3,Friday,26.0,6
8a60145b108ffff,3,Saturday,25.0,6
8a60145b108ffff,3,Sunday,39.0,9
8a60145b108ffff,3,Thursday,55.0,13
8a60145b108ffff,3,Tuesday,12.0,3
8a60145b108ffff,3,Wednesday,4.0,1
8a60145b108ffff,4,Friday,5.0,1
8a60145b108ffff,10,Tuesday,5.2,1
8a60145b108ffff,11,Wednesday,13.0,3
8a60145b108ffff,12,Monday,15.0,4
8a60145b1097fff,3,Sunday,7.0,3
8a60145b1097fff,3,Tuesday,4.0,1
8a60145b1097fff,3,Wednesday,12.0,4
8a60145b1097fff,4,Friday,21.0,9
8a60145b1097fff,4,Monday,4.0,1
8a60145b1097fff,4,Saturday,22.6,12
8a60145b1097fff,4,Sunday,18.0,8
8a60145b1097fff,4,Thursday,25.0,11
8a60145b1097fff,4,Tuesday,4.0,3
8a60145b1097fff,5,Friday,3.0,3
8a60145b1097fff,5,Saturday,26.0,9
8a60145b1097fff,5,Thursday,50.0,25
8a60145b1097fff,5,Tuesday,19.0,13
8a60145b1097fff,5,Wednesday,39.0,21
8a60145b1097fff,6,Friday,24.0,18
8a60145b1097fff,6,Sunday,1.0,1
8a60145b1097fff,6,Wednesday,11.0,6
8a60145b1097fff,7,Saturday,2.0,1
8a60145b1097fff,7,Thursday,4.0,1
8a60145b1097fff,9,Thursday,13.0,6
8a60145b1097fff,14,Monday,4.0,1
8a60145b109ffff,2,Friday,5.0,1
8a60145b109ffff,2,Sunday,5.0,1
8a60145b109ffff,2,Thursday,29.0,6
8a60145b109ffff,2,Tuesday,20.0,5
8a60145b109ffff,3,Friday,45.0,11
8a60145b109ffff,3,Monday,28.0,9
8a60145b109ffff,3,Saturday,48.0,12
8a60145b109ffff,3,Sunday,22.0,6
8a60145b109ffff,3,Thursday,50.0,11
8a60145b109ffff,3,Tuesday,4.0,1
8a60145b109ffff,3,Wednesday,18.0,5
8a60145b109ffff,4,Friday,33.0,17
8a60145b109ffff,4,Saturday,2.0,1
8a60145b109ffff,4,Sunday,1.0,1
8a60145b109ffff,4,Thursday,23.0,10
8a60145b109ffff,5,Friday,33.0,8
8a60145b109ffff,5,Saturday,16.0,4
8a60145b109ffff,5,Thursday,6.0,4
8a60145b109ffff,5,Tuesday,1.0,1
8a60145b109ffff,5,Wednesday,19.0,13
8a60145b109ffff,7,Saturday,27.0,12
8a60145b109ffff,7,Thursday,11.0,3
8a60145b109ffff,11,Saturday,14.3,3
8a60145b109ffff,11,Tuesday,13.0,3
8a60145b109ffff,13,Sunday,6.0,1
8a60145b10a7fff,3,Wednesday,4.0,1
8a60145b10a7fff,6,Friday,4.0,1
8a60145b10a7fff,6,Saturday,8.0,2
8a60145b10a7fff,9,Tuesday,1.3,1
8a60145b10a7fff,10,Sunday,1.3,1
8a60145b10a7fff,14,Monday,14.0,5
8a60145b10affff,1,Saturday,8.0,2
8a60145b10affff,2,Sunday,5.0,1
8a60145b10affff,2,Thursday,5.0,1
8a60145b10affff,3,Friday,33.0,8
8a60145b10affff,3,Monday,5.0,1
8a60145b10affff,3,Saturday,18.0,4
8a60145b10affff,3,Sunday,17.0,4
8a60145b10affff,3,Thursday,4.0,1
8a60145b10affff,3,Wednesday,10.0,2
8a60145b10affff,4,Wednesday,13.0,3
8a60145b10affff,6,Sunday,5.0,1
8a60145b10affff,11,Saturday,5.2,1
8a60145b10affff,12,Monday,4.0,1
8a60145b10b7fff,1,Wednesday,1.0,1
8a60145b10b7fff,3,Friday,8.0,2
8a60145b10b7fff,4,Monday,10.0,2
8a60145b10b7fff,5,Saturday,4.0,1
8a60145b10b7fff,5,Thursday,2.0,1
8a60145b10b7fff,5,Wednesday,6.0,6
8a60145b10b7fff,6,Wednesday,1.0,1
8a60145b10b7fff,8,Wednesday,1.3,1
8a60145b10c7fff,1,Thursday,1.0,1
8a60145b10c7fff,1,Wednesday,6.0,3
8a60145b10c7fff,2,Saturday,7.0,2
8a60145b10c7fff,2,Wednesday,1.0,1
8a60145b10c7fff,3,Saturday,4.0,1
8a60145b10c7fff,3,Thursday,6.0,1
8a60145b10c7fff,4,Sunday,34.0,5
8a60145b10c7fff,5,Monday,14.0,3
8a60145b10c7fff,5,Sunday,8.2,2
8a60145b10c7fff,5,Wednesday,2.0,1
8a60145b10c7fff,6,Monday,6.0,2
8a60145b10c7fff,6,Saturday,2.0,2
8a60145b10c7fff,6,Sunday,8.0,2
8a60145b10c7fff,7,Thursday,4.0,1
8a60145b10c7fff,7,Wednesday,1.0,1
8a60145b10c7fff,8,Friday,5.2,1
8a60145b10c7fff,8,Monday,62.400000000000006,6
8a60145b10c7fff,8,Sunday,5.2,1
8a60145b10c7fff,9,Friday,11.7,1
8a60145b10c7fff,9,Sunday,5.2,1
8a60145b10c7fff,9,Thursday,1.3,1
8a60145b10c7fff,9,Tuesday,1.3,1
8a60145b10c7fff,9,Wednesday,1.3,1
8a60145b10c7fff,10,Friday,13.000000000000002,3
8a60145b10c7fff,10,Saturday,16.9,3
8a60145b10c7fff,10,Sunday,24.700000000000003,6
8a60145b10c7fff,10,Thursday,5.2,1
8a60145b10c7fff,10,Tuesday,7.800000000000001,2
8a60145b10c7fff,10,Wednesday,28.6,5
8a60145b10c7fff,11,Friday,10.4,1
8a60145b10c7fff,11,Saturday,54.6,10
8a60145b10c7fff,11,Tuesday,5.2,1
8a60145b10c7fff,12,Saturday,12.0,1
8a60145b10c7fff,12,Tuesday,4.0,1
8a60145b10c7fff,13,Saturday,1.0,1
8a60145b10cffff,1,Wednesday,18.0,4
8a60145b10cffff,2,Wednesday,34.0,9
8a60145b10cffff,5,Monday,4.0,1
8a60145b10cffff,5,Saturday,6.0,1
8a60145b10cffff,7,Friday,12.0,3
8a60145b10cffff,11,Tuesday,1.3,1
8a60145b10d7fff,1,Thursday,20.0,5
8a60145b10d7fff,2,Friday,8.0,1
8a60145b10d7fff,2,Monday,27.0,8
8a60145b10d7fff,2,Saturday,15.0,4
8a60145b10d7fff,2,Thursday,56.0,7
8a60145b10d7fff,2,Tuesday,6.0,2
8a60145b10d7fff,2,Wednesday,48.0,10
8a60145b10d7fff,3,Saturday,1.0,1
8a60145b10d7fff,3,Tuesday,14.0,3
8a60145b10d7fff,3,Wednesday,10.0,2
8a60145b10d7fff,4,Sunday,8.0,1
8a60145b10d7fff,4,Tuesday,48.0,7
8a60145b10d7fff,5,Monday,6.0,1
8a60145b10d7fff,5,Thursday,10.0,2
8a60145b10d7fff,6,Friday,6.0,1
8a60145b10d7fff,6,Saturday,81.0,12
8a60145b10d7fff,6,Thursday,2.0,2
8a60145b10d7fff,7,Friday,1.0,1
8a60145b10d7fff,7,Thursday,8.0,2
8a60145b10d7fff,8,Friday,81.9,11
8a60145b10d7fff,8,Monday,66.3,7
8a60145b10d7fff,8,Sunday,1.3,1
8a60145b10d7fff,9,Friday,13.0,1
8a60145b10d7fff,9,Saturday,48.1,9
8a60145b10d7fff,9,Sunday,37.7,5
8a60145b10d7fff,9,Tuesday,31.2,4
8a60145b10d7fff,9,Wednesday,1.3,1
8a60145b10d7fff,10,Saturday,20.8,4
8a60145b10d7fff,10,Sunday,87.75,13
8a60145b10d7fff,10,Thursday,5.2,1
8a60145b10d7fff,10,Tuesday,95.55000000000001,14
8a60145b10d7fff,10,Wednesday,166.4,12
8a60145b10d7fff,11,Thursday,19.5,3
8a60145b10d7fff,12,Saturday,8.0,2
8a60145b10d7fff,12,Sunday,12.0,3
8a60145b10d7fff,12,Thursday,10.5,4
8a60145b10d7fff,12,Tuesday,5.0,1
8a60145b10d7fff,13,Saturday,10.0,2
8a60145b10d7fff,15,Friday,5.0,2
8a60145b10dffff,1,Thursday,1.0,1
8a60145b10dffff,2,Monday,14.0,3
8a60145b10dffff,2,Saturday,11.0,3
8a60145b10dffff,3,Saturday,12.0,4
8a60145b10dffff,3,Tuesday,6.0,1
8a60145b10dffff,3,Wednesday,1.0,1
8a60145b10dffff,4,Wednesday,1.0,1
8a60145b10dffff,8,Wednesday,5.2,1
8a60145b10dffff,9,Sunday,10.4,1
8a60145b10dffff,9,Thursday,1.3,1
8a60145b10dffff,9,Tuesday,6.5,2
8a60145b10dffff,10,Friday,3.9000000000000004,3
8a60145b10dffff,10,Saturday,10.4,1
8a60145b10dffff,10,Tuesday,1.3,1
8a60145b10dffff,11,Friday,2.6,2
8a60145b10dffff,12,Sunday,4.0,1
8a60145b10dffff,12,Thursday,8.0,2
8a60145b10dffff,12,Tuesday,14.0,3
8a60145b10dffff,15,Friday,20.0,8
8a60145b10e7fff,1,Friday,4.0,1
8a60145b10e7fff,3,Monday,4.0,1
8a60145b10e7fff,3,Sunday,8.0,1
8a60145b10e7fff,3,Tuesday,2.0,1
8a60145b10e7fff,3,Wednesday,8.0,1
8a60145b10e7fff,4,Monday,1.0,1
8a60145b10e7fff,4,Sunday,4.0,1
8a60145b10e7fff,4,Tuesday,5.0,1
8a60145b10e7fff,4,Wednesday,1.0,1
8a60145b10e7fff,5,Friday,21.0,5
8a60145b10e7fff,5,Tuesday,4.0,1
8a60145b10e7fff,6,Friday,3.0,3
8a60145b10e7fff,6,Tuesday,6.0,2
8a60145b10e7fff,10,Sunday,5.2,1
8a60145b10e7fff,10,Thursday,1.3,1
8a60145b10e7fff,11,Tuesday,5.2,1
8a60145b10e7fff,12,Monday,4.0,1
8a60145b10e7fff,12,Wednesday,6.0,1
8a60145b10e7fff,13,Thursday,12.0,2
8a60145b10effff,2,Friday,8.0,1
8a60145b10effff,2,Saturday,18.0,5
8a60145b10effff,2,Sunday,8.0,1
8a60145b10effff,2,Wednesday,1.0,1
8a60145b10effff,3,Monday,11.0,4
8a60145b10effff,3,Saturday,7.0,2
8a60145b10effff,3,Tuesday,9.0,3
8a60145b10effff,3,Wednesday,7.0,3
8a60145b10effff,4,Saturday,16.0,8
8a60145b10effff,4,Sunday,14.0,3
8a60145b10effff,4,Tuesday,2.0,2
8a60145b10effff,5,Friday,1.0,1
8a60145b10effff,5,Saturday,8.0,2
8a60145b10effff,5,Tuesday,26.0,5
8a60145b10effff,5,Wednesday,17.0,3
8a60145b10effff,6,Saturday,13.0,4
8a60145b10effff,6,Wednesday,8.0,1
8a60145b10effff,7,Tuesday,1.0,1
8a60145b10effff,7,Wednesday,17.0,3
8a60145b10effff,8,Monday,5.2,1
8a60145b10effff,8,Sunday,6.5,2
8a60145b10effff,8,Thursday,15.600000000000001,3
8a60145b10effff,8,Tuesday,5.2,1
8a60145b10effff,9,Friday,10.4,2
8a60145b10effff,9,Sunday,27.3,4
8a60145b10effff,9,Thursday,1.3,1
8a60145b10effff,9,Tuesday,2.6,2
8a60145b10effff,10,Friday,16.9,4
8a60145b10effff,10,Monday,20.8,4
8a60145b10effff,10,Sunday,45.5,12
8a60145b10effff,10,Thursday,15.600000000000001,2
8a60145b10effff,10,Tuesday,23.4,5
8a60145b10effff,11,Friday,10.4,5
8a60145b10effff,11,Saturday,71.5,12
8a60145b10effff,11,Sunday,5.2,4
8a60145b10effff,11,Thursday,9.1,4
8a60145b10effff,11,Tuesday,32.5,9
8a60145b10effff,11,Wednesday,5.2,1
8a60145b10effff,12,Saturday,8.0,4
8a60145b10effff,12,Tuesday,6.0,1
8a60145b10effff,12,Wednesday,4.0,1
8a60145b10effff,13,Monday,17.0,5
8a60145b10f7fff,4,Wednesday,13.0,4
8a60145b10f7fff,5,Friday,2.0,1
8a60145b10f7fff,11,Tuesday,1.3,1
8a60145b10f7fff,12,Monday,4.0,1
8a60145b1107fff,4,Friday,2.0,1
8a60145b1107fff,4,Monday,1.0,1
8a60145b1107fff,6,Monday,4.0,1
8a60145b1107fff,8,Sunday,1.3,1
8a60145b1107fff,9,Thursday,9.1,4
8a60145b110ffff,2,Thursday,4.0,1
8a60145b110ffff,3,Friday,1.0,1
8a60145b110ffff,3,Monday,5.0,2
8a60145b110ffff,3,Sunday,5.0,2
8a60145b110ffff,3,Tuesday,2.0,2
8a60145b110ffff,3,Wednesday,4.0,1
8a60145b110ffff,4,Monday,4.0,1
8a60145b110ffff,4,Tuesday,6.0,3
8a60145b110ffff,5,Friday,2.0,2
8a60145b110ffff,5,Monday,4.0,1
8a60145b110ffff,5,Saturday,4.0,1
8a60145b110ffff,5,Tuesday,2.0,1
8a60145b110ffff,6,Friday,1.0,1
8a60145b110ffff,6,Saturday,1.0,1
8a60145b110ffff,7,Friday,16.0,7
8a60145b110ffff,7,Sunday,10.0,4
8a60145b110ffff,7,Thursday,5.0,2
8a60145b110ffff,7,Wednesday,1.0,1
8a60145b110ffff,8,Sunday,5.2,1
8a60145b110ffff,8,Thursday,9.100000000000001,4
8a60145b110ffff,8,Wednesday,5.2,1
8a60145b110ffff,9,Saturday,11.700000000000001,9
8a60145b110ffff,9,Thursday,28.6,11
8a60145b110ffff,9,Wednesday,10.4,8
8a60145b110ffff,10,Sunday,18.2,2
8a60145b110ffff,10,Thursday,7.800000000000001,3
8a60145b110ffff,10,Tuesday,20.8,3
8a60145b110ffff,10,Wednesday,5.2,3
8a60145b110ffff,11,Monday,6.5,2
8a60145b110ffff,11,Saturday,11.700000000000001,6
8a60145b110ffff,11,Sunday,11.7,3
8a60145b110ffff,11,Tuesday,2.6,2
8a60145b110ffff,11,Wednesday,15.6,5
8a60145b110ffff,12,Friday,1.0,1
8a60145b110ffff,12,Saturday,4.0,1
8a60145b110ffff,12,Sunday,10.0,4
8a60145b1117fff,0,Friday,8.0,2
